vendor_id,vendor_name,region,risk_rating
V03211,"Greene, Rogers and Haley",AMER,Medium
V01796,Guerrero Group,AMER,Low
V03680,"Jones, Martinez and Smith",LATAM,High
V02170,Pittman PLC,LATAM,High
V04139,Copeland-Richmond,EMEA,Low
V02869,Stone PLC,AMER,High
V03461,Gardner Inc,APAC,High
V01356,Martin-Jones,LATAM,Medium
V04436,Gallegos-Nash,APAC,Low
V04010,Scott-Adkins,APAC,Medium
V04078,"Gonzalez, Robinson and Anderson",LATAM,Low
V03362,Ho-Thomas,APAC,Low
V03064,Stanley-Cantu,EMEA,High
V00366,"Wilson, Pena and Rich",EMEA,High
V02722,"Morris, Ramos and Smith",EMEA,Low
V03961,"Mendez, Bryant and Smith",EMEA,Medium
V01844,Kent Ltd,LATAM,Low
V03741,Lucero-Lee,APAC,Medium
V04393,Berg-Williamson,AMER,High
V01683,"Huang, Khan and Davis",APAC,High
V03858,"Nguyen, Brown and Roberts",APAC,Low
V02566,Steele Group,AMER,High
V00685,Young-Walter,APAC,Low
V00519,Hines-Berry,EMEA,Low
V03997,"Willis, Brown and Brown",APAC,Low
V04485,"Martin, Reeves and Davis",EMEA,Low
V02778,Woods Ltd,APAC,High
V01291,Harris Ltd,APAC,Medium
V00782,Carter-Neal,EMEA,High
V01219,Velasquez Group,APAC,High
V02134,Fuller and Sons,EMEA,Medium
V04402,"Lee, Roth and Erickson",EMEA,Low
V00448,Bean LLC,APAC,High
V00552,"Fowler, Jimenez and Burton",EMEA,Medium
V04239,"Stone, Mccullough and Jimenez",AMER,High
V04596,"Bond, Robinson and Jenkins",APAC,High
V04186,"Cain, Thomas and Phillips",EMEA,High
V02868,"Roth, Logan and Moreno",EMEA,
V03563,Craig-Wade,LATAM,High
V00399,"Brown, Harris and Dougherty",LATAM,High
V00863,Burton-Brooks,AMER,Low
V03996,"Moyer, Mccarthy and Wright",EMEA,Medium
V00359,"Turner, Schneider and Johnson",EMEA,High
V02125,"Schaefer, Levine and Brown",EMEA,High
V01552,"Brown, Coffey and Fuentes",AMER,Medium
V02583,"Keith, Johns and Jones",AMER,High
V00117,Ross LLC,APAC,Low
V02382,"Carter, Alexander and Hunter",LATAM,Low
V04229,"Smith, Murphy and Torres",AMER,Medium
V01280,"Smith, Caldwell and Griffin",EMEA,High
V03043,Sparks Inc,LATAM,High
V03789,Tanner-Sanford,APAC,Low
V02343,"Garrison, Ryan and Miller",AMER,High
V02454,Friedman PLC,APAC,High
V01087,Morgan LLC,AMER,High
V04413,"Allen, Smith and Zamora",EMEA,Low
V02838,Ritter PLC,AMER,Medium
V00489,King-Smith,AMER,Medium
V03950,Arnold-Davis,AMER,High
V00803,Griffin Group,EMEA,High
V04684,Hernandez PLC,EMEA,High
V02201,Lester Group,EMEA,High
V04993,Perez-Bernard,AMER,Medium
V04422,Harmon-Castillo,LATAM,High
V00226,Hernandez PLC,APAC,Low
V02796,"Nguyen, Wallace and Lawson",LATAM,Medium
V04737,"Obrien, Williams and Mcgrath",AMER,High
V02817,Wilson-Miller,LATAM,Low
V03068,Briggs-Wilson,EMEA,Medium
V02981,Rogers Group,APAC,Low
V01473,Welch-Duncan,AMER,Low
V03350,"Smith, Irwin and Chase",EMEA,Medium
V03330,"Adams, Harris and Floyd",AMER,Medium
V01214,Mcgee-Smith,LATAM,Low
V03103,Boyd and Sons,AMER,High
V04131,Weaver PLC,LATAM,Low
V03820,"Hunter, Parks and Smith",APAC,
V01106,Johnson-Williams,AMER,Low
V03577,"Williams, Rodgers and Kelly",LATAM,High
V00155,"Ramirez, Strickland and Washington",AMER,High
V00182,"Gould, Marshall and Scott",AMER,Medium
V03829,"Brennan, Graham and Marshall",APAC,
V01293,"Parks, Johnson and Love",EMEA,High
V03517,"Green, Horne and Mcdonald",APAC,Medium
V01325,Hill-Ward,AMER,High
V03532,"Douglas, Hall and Pena",AMER,High
V04926,Escobar-Barrett,LATAM,Medium
V01158,Ferrell-Henry,LATAM,High
V01949,"Williams, Medina and Moore",LATAM,Medium
V02666,"Miranda, Nguyen and Hayes",LATAM,High
V02598,Jacobson Group,LATAM,High
V01187,"Holland, Murphy and Kline",EMEA,High
V03322,"Reilly, Lee and Lopez",AMER,High
V03761,"Mitchell, Ramirez and Cunningham",AMER,Low
V01058,Marshall-Perez,EMEA,High
V00302,Estrada-Nolan,AMER,Low
V00938,"Rios, Walker and Wright",APAC,Medium
V03276,"Murphy, Reyes and Ray",APAC,Low
V04690,Allen PLC,EMEA,Low
V01353,Gomez-Parrish,AMER,Medium
V03305,Bonilla Inc,EMEA,Medium
V02332,"Hendrix, Green and Nunez",EMEA,Low
V04677,Dunn LLC,AMER,Low
V04619,Griffin PLC,EMEA,Medium
V04757,Brooks-Bell,EMEA,Low
V01726,"Campbell, Tyler and Parker",LATAM,Medium
V00613,"Scott, Mendoza and Harris",EMEA,Low
V04154,Berry-Mills,AMER,Medium
V04045,"Howard, Cowan and Perry",AMER,High
V02204,Young PLC,LATAM,High
V02362,"Mcdonald, Ware and Sharp",APAC,High
V02383,"Harrell, Moore and Cox",AMER,High
V02095,Smith Group,EMEA,Medium
V02520,Richard-Russell,LATAM,Low
V03416,Bryant-Elliott,EMEA,High
V03298,"Barron, Church and Gutierrez",EMEA,Medium
V01231,Ellis-Lawrence,AMER,Low
V00340,"Wood, Ramos and Sampson",APAC,High
V01083,Powell-Montgomery,LATAM,Low
V02924,"Mitchell, Noble and Stokes",AMER,Low
V00824,Rose-Fowler,AMER,Medium
V00327,Richards-Carson,LATAM,Low
V03409,Thomas Ltd,APAC,Medium
V04618,Hudson Ltd,AMER,Medium
V04756,Prince Inc,APAC,Low
V03979,"Larson, Butler and Barber",AMER,High
V01774,Callahan PLC,LATAM,High
V03537,Bailey Inc,EMEA,High
V01312,"Cooper, Gutierrez and Brewer",LATAM,Low
V03960,"Tanner, Waters and Lee",AMER,Low
V04851,Johnson-Smith,LATAM,Medium
V03844,"Miller, Pennington and Curry",APAC,Low
V01289,"Smith, Jones and Santiago",AMER,Low
V02231,Hunter-Bell,AMER,High
V03406,Skinner PLC,EMEA,Medium
V03097,"Dominguez, Mitchell and Moore",APAC,High
V04320,"Suarez, Walker and Mitchell",LATAM,Low
V03687,"Nelson, Morris and Preston",EMEA,Low
V02372,"Johnson, Brown and Jordan",AMER,High
V02407,"Higgins, Hobbs and Meyer",APAC,Low
V03819,Martin and Sons,EMEA,Medium
V04781,Acosta-Buchanan,AMER,Low
V04087,"Bullock, Cruz and Williams",LATAM,Low
V00320,"Shaw, Nelson and Martin",AMER,Medium
V02251,Reeves and Sons,LATAM,Low
V02575,Morgan PLC,AMER,Medium
V01919,Jackson Inc,APAC,Low
V04866,"Phelps, Montoya and Barnett",APAC,Medium
V00975,"Adkins, Wright and Murray",APAC,High
V02665,"Martinez, Wood and Campos",AMER,Medium
V04647,"Roman, Stark and Turner",EMEA,High
V02158,Wright Ltd,APAC,High
V03728,Davis-Wood,EMEA,Low
V02348,"Gallegos, Myers and Cook",EMEA,Low
V01925,"Gardner, Morris and Oconnell",AMER,High
V04025,Smith-Clayton,APAC,Low
V02710,Parker Ltd,LATAM,Low
V02363,Moyer-Whitaker,EMEA,
V03561,"   hall, hartman and hall  ",EMEA,
V01035,Bell-Bennett,APAC,Low
V01555,Rodriguez-Mills,AMER,Low
V02611,Johnson-Gonzalez,APAC,Low
V04221,Horton-Taylor,APAC,High
V01408,"Hale, Gilbert and Craig",LATAM,Medium
V00467,Davis-Lozano,LATAM,High
V04191,Francis-Mann,LATAM,Low
V04240,"Moore, Austin and Rogers",EMEA,Low
V02845,Ramos Group,EMEA,High
V01583,Smith-Joyce,APAC,Low
V00023,Perez Inc,LATAM,Low
V04339,"Clark, Bradley and Jackson",AMER,Low
V04424,"Duarte, Lee and Matthews",AMER,High
V04303,"Brown, James and Arroyo",APAC,Low
V00458,Young-Allen,LATAM,Medium
V01909,Burns Inc,LATAM,Low
V02656,Graves-Dawson,EMEA,Medium
V04272,Joyce-Benitez,EMEA,High
V00223,Sheppard LLC,AMER,Medium
V01005,"Bradford, Salinas and Kelly",EMEA,High
V02650,Matthews-Shaw,LATAM,Medium
V02624,Edwards and Sons,AMER,Low
V04991,Hodge LLC,AMER,Medium
V02462,Johnson-Rice,LATAM,High
V03390,Powell Inc,LATAM,Low
V02223,Smith-Yu,LATAM,Low
V04100,Perez Group,EMEA,Low
V00778,Cook-Oliver,LATAM,
V01799,Hudson-Gentry,AMER,Medium
V01393,Hinton-Lane,AMER,Medium
V04245,Bauer Inc,LATAM,Medium
V00736,Sutton-Abbott,AMER,Medium
V01559,Duncan Group,LATAM,High
V02686,Wang-Mcfarland,AMER,Low
V01842,Anderson-Campbell,LATAM,Medium
V04516,Dixon LLC,EMEA,Low
V01470,"Griffin, Miller and Austin",LATAM,Medium
V04754,"Marshall, Khan and Ford",APAC,Low
V00463,"Taylor, Wright and Davidson",AMER,Low
V04704,Edwards Group,LATAM,Medium
V01239,Waller-Chavez,AMER,High
V01339,Bates PLC,AMER,Medium
V00973,Green-Ewing,EMEA,High
V02757,"Skinner, Smith and Wise",APAC,Medium
V04178,Baldwin PLC,EMEA,Medium
V04820,Adams LLC,LATAM,Low
V03001,"Dawson, Snow and Malone",EMEA,Low
V04056,Cunningham and Sons,AMER,High
V01196,Carr-Huffman,LATAM,Medium
V03494,Deleon-Carter,APAC,High
V04097,"Bryant, Davis and Chase",LATAM,High
V02137,Reyes Ltd,EMEA,Low
V02208,Murphy-Silva,LATAM,High
V02914,Bradley-Adams,APAC,High
V02986,Williams Inc,APAC,Low
V01875,Gates and Sons,EMEA,Low
V02676,Jackson Inc,AMER,Medium
V03757,Wiley and Sons,AMER,Medium
V00956,   morse plc  ,AMER,Medium
V00836,"Brown, Howard and Smith",AMER,High
V01323,Jackson-Edwards,AMER,Low
V02764,Olsen-Adams,APAC,Low
V02721,Franklin Group,APAC,Low
V00492,Anderson-Bell,EMEA,Low
V03157,Gonzalez-Murphy,APAC,Medium
V02840,Todd-Myers,AMER,High
V02490,"Lutz, Johns and Clark",EMEA,Medium
V02085,"Arnold, Avila and Wilson",LATAM,Medium
V00727,"Durham, Hopkins and Smith",AMER,Low
V02967,Jordan-Harper,LATAM,Low
V01944,Jennings Group,EMEA,Low
V02385,Montes-Hammond,AMER,Low
V00668,Kane-Knox,AMER,High
V01648,"Roach, Browning and Jordan",AMER,High
V04315,"Gardner, Smith and Holloway",AMER,High
V02593,Romero Ltd,EMEA,High
V00766,Hawkins-Hunt,AMER,High
V03458,"Howard, Brennan and Moore",AMER,Low
V02784,Munoz-Rogers,APAC,
V01668,Patterson Inc,AMER,Medium
V02183,"Hayden, Harmon and Mcdonald",APAC,Medium
V01814,"Smith, Griffith and Tucker",APAC,Medium
V03229,Hopkins-Hill,AMER,High
V03438,Johnson Ltd,EMEA,High
V01731,Robles-Brewer,LATAM,High
V02973,Gonzalez-Mccarthy,APAC,High
V04845,"Parrish, White and Booth",AMER,Medium
V02936,Simpson-Jackson,APAC,Low
V04519,Cortez-Ellis,AMER,Low
V00570,Williams-Campbell,APAC,Medium
V04033,Fernandez Inc,EMEA,Low
V02547,"Lee, Garcia and Larson",EMEA,Low
V00090,Moore-Bass,AMER,Medium
V01322,"Hernandez, Knight and Aguirre",AMER,High
V01290,Hancock Group,AMER,Low
V04253,Powell-Bennett,LATAM,Low
V03546,Rodriguez and Sons,LATAM,Low
V02642,Campbell-Hall,LATAM,Medium
V02064,White-Knox,EMEA,Medium
V04120,"Chung, Brown and Jenkins",LATAM,Medium
V03701,"Daniel, Richardson and Wang",LATAM,Medium
V01248,"Butler, Adkins and Skinner",APAC,Low
V00838,"Wagner, Simpson and Cohen",LATAM,High
V01699,Ortiz-Miller,AMER,Medium
V00841,Carter LLC,EMEA,Low
V01929,"Wood, Martin and Sanchez",LATAM,
V03630,"Lewis, Rosales and Ortiz",LATAM,High
V01556,Williams and Sons,LATAM,High
V03138,Jackson-Phillips,LATAM,
V02058,"Bradley, Melendez and Gonzalez",LATAM,Low
V00894,Bishop and Sons,LATAM,Low
V01348,"Nguyen, Padilla and Boyd",AMER,Low
V01765,Williams-Johnson,LATAM,High
V03832,"Wood, Simmons and Leonard",EMEA,Medium
V02082,Moore and Sons,APAC,High
V01852,"Jackson, Lane and Wilkinson",LATAM,Medium
V02097,"Palmer, Brown and Wilson",LATAM,Low
V00067,Williams PLC,EMEA,Medium
V00333,Torres Group,APAC,High
V01152,"Lee, Rhodes and Sims",AMER,Medium
V02213,Ferguson-Lyons,AMER,Medium
V03214,Solis PLC,EMEA,Low
V03783,"Ross, Flowers and King",AMER,Medium
V02478,Torres Group,AMER,High
V00750,"Allen, Davenport and Price",APAC,Low
V04319,"Gibson, Calhoun and Hernandez",AMER,Medium
V00493,Li-Thompson,EMEA,High
V01930,"Williams, Garcia and Boone",AMER,Medium
V01658,Hall Inc,APAC,Low
V00092,"Smith, Montoya and Evans",EMEA,Low
V00865,Robertson-Ramirez,APAC,High
V01803,Abbott-Phelps,EMEA,Low
V02545,Curtis-Lowe,AMER,High
V01624,"Webb, Blair and Thomas",AMER,Medium
V00111,Patton-Jenkins,LATAM,High
V04968,"Brown, Gibson and Turner",EMEA,High
V02996,"Roth, Lee and Griffin",LATAM,High
V02086,Moon-Wilson,AMER,Medium
V02862,"   walker, matthews and archer  ",APAC,Low
V03845,Morales-White,LATAM,Low
V04574,Simpson Inc,EMEA,Low
V01016,Yu-Brooks,EMEA,High
V00934,Williams Inc,AMER,Low
V03594,"Molina, Middleton and Estrada",EMEA,High
V02712,Taylor Group,EMEA,Low
V02709,Hall PLC,AMER,Medium
V02302,Yates-Manning,APAC,Low
V01688,"Salazar, Moore and Pierce",LATAM,High
V02762,Willis-Gross,APAC,Low
V03608,Mann LLC,EMEA,
V01189,White-Morales,APAC,Medium
V00084,"Edwards, Baker and Anderson",AMER,Medium
V03449,Carroll-Lin,EMEA,
V03696,Benson PLC,EMEA,Low
V00168,Johnson-Rogers,AMER,Low
V02990,"Smith, Arnold and Atkins",EMEA,Medium
V01262,Harris-Melton,EMEA,Medium
V02999,   ferguson and sons  ,APAC,Medium
V00046,Spence PLC,EMEA,Low
V00451,"Wise, Conley and Stephenson",LATAM,Low
V00684,"Flores, Harper and Chambers",AMER,High
V01948,"Trujillo, Chang and Williams",LATAM,Medium
V02771,"Fry, Hayes and Olsen",APAC,High
V00611,Williams-Moses,EMEA,High
V02933,Craig PLC,AMER,Low
V04384,Anderson-Reed,AMER,Low
V03977,Phelps PLC,APAC,Medium
V04328,Ford-Morgan,EMEA,Medium
V02128,"Porter, Hubbard and Miranda",LATAM,High
V02858,Hancock-Santos,LATAM,Medium
V01217,"Walsh, Wu and Hart",AMER,Medium
V04700,Smith-Romero,APAC,High
V03080,Mcknight Inc,AMER,Medium
V02902,Smith-Bennett,APAC,High
V02994,Anderson Ltd,EMEA,Low
V01589,"Ross, Hardin and Navarro",APAC,High
V00539,Owens-Holmes,AMER,Low
V01915,"Hernandez, Riley and Buckley",AMER,Medium
V01697,"Aguirre, Franklin and Snyder",LATAM,
V01051,"Greene, Gonzalez and Johnson",AMER,Low
V01703,Thomas Inc,AMER,High
V01440,"Melton, Henry and Joyce",AMER,High
V01849,Larson and Sons,EMEA,High
V03519,Marsh-Tapia,APAC,High
V03910,"Mack, Cox and Moran",EMEA,Low
V03867,"Wood, Carter and Stewart",APAC,Medium
V01623,Payne LLC,LATAM,Medium
V00210,"Wood, Tran and Cooper",AMER,High
V01873,"Shannon, Robinson and Greene",APAC,High
V00870,Donaldson and Sons,APAC,Low
V01130,"White, Davis and Anderson",LATAM,High
V04343,Stewart-Fitzpatrick,APAC,Medium
V03228,Barber Group,APAC,Medium
V03450,Lopez-Blair,APAC,Medium
V04646,Ramirez-Campbell,EMEA,High
V03215,Anderson-Fields,EMEA,Low
V01203,"Davis, Stanley and Wright",EMEA,Medium
V04557,"Owens, Molina and Hensley",LATAM,High
V01682,White PLC,LATAM,
V02002,Harrison PLC,APAC,Medium
V01249,Rich-Henderson,APAC,Low
V02427,"Henderson, Alexander and Galvan",AMER,Medium
V01751,"Haney, Harris and Johnson",APAC,Medium
V01073,Bartlett-Sloan,EMEA,High
V02308,Martinez Group,APAC,Medium
V02186,Boyd LLC,LATAM,High
V02940,Smith Ltd,LATAM,Medium
V03207,"Campbell, Hobbs and Baker",EMEA,Low
V02742,Hensley Ltd,EMEA,Medium
V03157,Gonzalez-Murphy,APAC,Medium
V01316,"Murray, Dunn and Roberts",EMEA,Low
V04293,Harrison Inc,LATAM,Medium
V01141,   ortiz-hudson  ,LATAM,Medium
V04970,Franco-Stuart,LATAM,Medium
V00375,"Hoffman, Santiago and Jenkins",LATAM,High
V00715,"Pena, Cohen and Scott",APAC,Medium
V04140,Brown-Garcia,AMER,Medium
V01974,Baird-Williams,EMEA,Medium
V01282,"   blackwell, james and hogan  ",EMEA,High
V03514,"Goodwin, Aguirre and Tran",APAC,Low
V03812,Davis-Cruz,APAC,High
V03117,Smith-Kelly,LATAM,Medium
V03842,Watson-Thomas,LATAM,Low
V04735,Gibson Ltd,APAC,High
V03880,"Gill, Stewart and Nichols",EMEA,High
V00259,Gutierrez-Lopez,APAC,High
V04992,Blake-Patel,EMEA,High
V04492,Allen Ltd,EMEA,Medium
V02113,Owens PLC,APAC,
V03840,Barker-Sanchez,AMER,Low
V03752,"Miller, Conrad and Davis",APAC,Medium
V03803,Ross LLC,AMER,Medium
V02489,Rivas Ltd,EMEA,Low
V02608,Valenzuela-Phillips,APAC,High
V03176,Hoffman PLC,APAC,High
V03143,Case PLC,APAC,High
V01551,"Vincent, Parsons and Allen",AMER,Medium
V03515,"Randolph, Mitchell and Ritter",APAC,High
V03109,"Coleman, Nelson and Garcia",EMEA,Low
V02196,Nelson Inc,AMER,High
V03607,Mccoy-Hunt,EMEA,High
V01471,Welch-Thomas,EMEA,
V00678,Allen Inc,AMER,Medium
V04324,Jenkins-Hobbs,APAC,Medium
V03885,Hines-Douglas,AMER,High
V04576,Weaver Inc,LATAM,High
V01593,Deleon LLC,LATAM,Medium
V02053,Thomas LLC,AMER,Medium
V00805,"Hernandez, Cuevas and Webb",APAC,Low
V01374,"Barnes, Hernandez and Davis",AMER,Medium
V01755,Garcia Ltd,EMEA,High
V01415,Perez-Mccarty,AMER,Low
V04728,"Hodges, Cummings and Hernandez",AMER,High
V04511,Williams Inc,LATAM,High
V02496,"Nielsen, Lynch and Smith",LATAM,High
V02033,"Cantrell, Rivera and Thornton",AMER,Low
V03534,"Stewart, Tran and Perez",APAC,Medium
V01095,Jones Ltd,LATAM,Medium
V01093,Figueroa-Malone,AMER,High
V01261,"Edwards, Arnold and Smith",APAC,
V01824,Good PLC,APAC,Medium
V04626,Richards-Smith,APAC,Medium
V02296,Miller Ltd,AMER,
V04611,"Johnson, Crawford and Bauer",APAC,
V00691,White-Medina,LATAM,Low
V00169,"Yates, Ramsey and Pittman",EMEA,High
V04809,Hogan Inc,APAC,Low
V02361,"Morgan, Guzman and Kirby",APAC,Medium
V00707,"Howard, Green and Hunt",AMER,High
V04149,"Rodriguez, Massey and Day",LATAM,Medium
V03765,Kelly-Cox,EMEA,Low
V03971,Lee Inc,AMER,Low
V03737,Thornton and Sons,LATAM,High
V04986,Le-Coleman,LATAM,High
V01808,"Long, Flores and Reyes",EMEA,Low
V03527,"Richard, Robinson and Brown",LATAM,Medium
V04356,"Lucero, Vaughn and Mckee",APAC,
V03083,Allison-Delacruz,EMEA,Medium
V02525,Miller-Armstrong,EMEA,Medium
V01343,Williams-Juarez,EMEA,Low
V03606,Hunter LLC,APAC,Low
V03772,"Ayala, Scott and Mcdonald",LATAM,Medium
V03038,   ramsey and sons  ,APAC,Low
V01137,"Carpenter, Oliver and Kennedy",APAC,Medium
V01670,"Crosby, Armstrong and Herrera",LATAM,Medium
V00738,Gray-Tran,LATAM,Low
V01198,Clay Group,AMER,Low
V01029,Fields Inc,LATAM,
V00854,Li Inc,EMEA,Low
V01729,"Choi, Collier and Lee",APAC,Medium
V03756,Little Group,AMER,High
V01722,Johnson Ltd,AMER,Low
V01953,Burgess LLC,LATAM,Low
V04789,Perez Inc,LATAM,Low
V03665,Sanders and Sons,APAC,Medium
V03238,Schultz-Hayes,APAC,High
V01925,"Gardner, Morris and Oconnell",AMER,High
V01901,Chen Ltd,EMEA,Medium
V00732,"Hernandez, Lee and Fox",AMER,Medium
V02654,Stevens-Johnston,LATAM,High
V00806,Perry-Nixon,LATAM,Medium
V00477,Scott and Sons,EMEA,Medium
V01179,"Davis, Rodriguez and Andrews",LATAM,Medium
V03429,"Fox, Anderson and Nguyen",EMEA,Low
V01430,Shannon LLC,LATAM,High
V03262,Gibbs-Howard,LATAM,Medium
V00407,Berry-Mckinney,LATAM,Low
V04036,Hall-Gillespie,LATAM,High
V02595,"Brooks, Neal and Baldwin",LATAM,Low
V01228,Bryant and Sons,AMER,Medium
V03892,Cohen-Crane,EMEA,
V00382,Bruce-Villegas,AMER,Low
V03541,Johnson PLC,AMER,Low
V01061,"Gutierrez, Avila and Perez",APAC,Medium
V04825,Long LLC,AMER,High
V00470,Hughes Inc,APAC,High
V04050,Ward-Collins,EMEA,Medium
V02657,Myers-Colon,AMER,Low
V00843,Cunningham-Barton,LATAM,Low
V04363,"Cooper, Morgan and Miller",AMER,Medium
V00914,Hunter-Fuller,EMEA,Low
V00601,Stevens PLC,LATAM,Low
V02607,Baker Inc,LATAM,Low
V01822,Joseph LLC,AMER,Low
V00370,Edwards-Scott,LATAM,Medium
V01736,"Rivera, Hendricks and Flynn",EMEA,Medium
V04508,Long-Santos,LATAM,Low
V00819,Smith-Lewis,AMER,Low
V02734,Weiss Group,AMER,Low
V01897,Fernandez Inc,EMEA,High
V03072,Snyder-Olson,LATAM,Low
V01334,Arnold PLC,EMEA,Medium
V02738,Ford-Chavez,APAC,Low
V02647,Anderson and Sons,EMEA,Low
V04556,"King, Taylor and Middleton",AMER,High
V04150,Johnston Inc,LATAM,Low
V02154,Anderson LLC,LATAM,Medium
V04210,Lewis-Hayes,AMER,Medium
V01153,Perez LLC,EMEA,Medium
V03817,"Flowers, Marshall and Miller",APAC,High
V03333,"Velez, Howell and Stevenson",AMER,Low
V01786,"Reynolds, Baird and Bradley",LATAM,Low
V04943,"Price, Bryan and Carter",APAC,High
V04326,"Gomez, Mcmahon and Fisher",AMER,Medium
V04767,Solis PLC,LATAM,Medium
V03703,Jones and Sons,LATAM,High
V03626,"Coleman, Thompson and Huber",AMER,High
V01151,"Watson, Smith and Morris",APAC,Medium
V03443,"Gonzalez, King and Kim",EMEA,Medium
V04212,"Shah, Thomas and Ryan",AMER,High
V00153,Manning Group,LATAM,Medium
V01991,Fitzgerald-Brown,AMER,Low
V01890,Jones Ltd,EMEA,
V00589,"Soto, Carlson and Baker",AMER,Low
V03725,Reyes and Sons,AMER,Low
V00088,Anderson-Bailey,EMEA,Medium
V02792,Hayes-Parks,LATAM,Medium
V03195,"Graham, Mitchell and Keller",LATAM,
V00024,Morales-Jones,APAC,High
V03217,Hall-Mckinney,EMEA,Medium
V02802,"Glover, Moran and Johnson",EMEA,High
V03564,"Green, Mitchell and Edwards",EMEA,Medium
V00384,"Gallegos, Adams and White",AMER,Low
V03091,Johnson LLC,LATAM,High
V01221,   moran-cox  ,APAC,High
V00657,"Burns, Nolan and Griffin",LATAM,Low
V04275,Howell LLC,AMER,High
V04475,Bryant-Gonzalez,EMEA,Medium
V02207,Young Inc,APAC,Medium
V00823,Wilson-Lambert,EMEA,High
V01519,Ford-Moody,APAC,High
V03200,"Ho, Garcia and Wallace",LATAM,Low
V00900,Wright Ltd,APAC,High
V03940,Stevens-Durham,AMER,Low
V00346,Zhang PLC,AMER,Medium
V03057,Garcia LLC,APAC,High
V04419,Flores LLC,AMER,Medium
V00949,Hernandez Group,APAC,High
V00077,"Woods, Calhoun and Schmidt",APAC,High
V04398,Davis Inc,LATAM,Low
V04201,"Nicholson, Walker and Adams",EMEA,Low
V01955,Garcia Ltd,LATAM,Medium
V00274,Hoover-Campbell,LATAM,High
V00759,Miller-Montgomery,LATAM,Medium
V03288,Taylor LLC,APAC,Low
V04256,Townsend-Hale,AMER,Medium
V01480,Martinez and Sons,EMEA,High
V02379,"Casey, Meza and Colon",EMEA,High
V00216,"Carlson, Hooper and Wall",LATAM,Low
V01404,"Meyer, Dawson and Harper",AMER,Medium
V01075,Arnold-Gates,AMER,High
V00002,Doyle Ltd,EMEA,High
V02614,Lee-Munoz,APAC,Medium
V03653,Jones PLC,AMER,High
V00551,"Baker, Clark and Armstrong",LATAM,Low
V00163,"Smith, Gilmore and Johnston",AMER,Medium
V04785,Sosa-Scott,EMEA,
V00698,"   calderon, williams and bennett  ",EMEA,High
V04446,"Campbell, Hardy and Roman",LATAM,Medium
V03018,"Whitney, Mayo and Clark",APAC,Medium
V00056,Jones-Young,AMER,Low
V00047,Anderson Group,AMER,High
V02434,Rodriguez-Wood,EMEA,Medium
V00717,Murray-Oconnor,LATAM,
V04254,Johnson-Garcia,LATAM,High
V02334,Smith Ltd,EMEA,Low
V03510,"Hines, Pineda and Kent",EMEA,Medium
V03787,Fisher LLC,LATAM,High
V01121,"Evans, Hernandez and Cannon",LATAM,Medium
V04920,"York, Cox and Davis",APAC,Medium
V00666,Cannon Ltd,LATAM,High
V02759,Stone and Sons,LATAM,High
V03170,"Orozco, White and Brown",EMEA,High
V00053,Chapman and Sons,AMER,Low
V03349,"Washington, Nelson and Stone",LATAM,High
V02613,Mcgee-Mack,LATAM,Low
V02534,Harding PLC,AMER,Low
V04338,White-Ramos,EMEA,Low
V04498,Dixon LLC,APAC,Medium
V02903,Gray Inc,EMEA,Low
V04313,Mack-Wilson,APAC,High
V02497,Chambers Group,LATAM,Low
V03682,Williams Group,LATAM,Low
V04041,Harris Group,LATAM,Medium
V01662,Henry-Taylor,LATAM,Low
V01445,Bryant Inc,APAC,High
V04882,"Martin, Davis and Huynh",APAC,Medium
V02185,Michael-Barber,APAC,Low
V02925,Hayden Group,LATAM,High
V00036,   rodriguez-graham  ,AMER,High
V01436,Lowe Ltd,AMER,High
V04937,Robinson-Erickson,AMER,Low
V03054,Dorsey Ltd,LATAM,High
V00652,"Marks, Miller and Griffin",AMER,Medium
V02276,Black-Graham,APAC,Low
V00692,Atkinson LLC,EMEA,High
V01605,Ayala-Anderson,AMER,High
V04914,"Green, Gray and Hernandez",LATAM,Low
V03432,Hall Ltd,AMER,High
V01529,Moore-Chandler,APAC,Medium
V01307,"Phillips, Walters and Evans",LATAM,Medium
V00888,Mcneil Group,LATAM,High
V01250,Mills Inc,APAC,High
V01485,Garcia PLC,AMER,Low
V00690,"Flores, Butler and Hernandez",AMER,Low
V02890,Bentley-Thomas,APAC,High
V02794,Andersen LLC,APAC,Low
V04534,Thompson-Rodriguez,AMER,Medium
V01630,Lin-Smith,AMER,High
V02880,Hopkins-Wallace,LATAM,High
V02081,Mccall-Martin,AMER,Medium
V04743,Jackson-Hodge,APAC,Low
V03548,"Logan, Marquez and Case",AMER,Low
V03855,Sandoval-Hill,APAC,
V04489,"Clarke, Neal and Kelley",AMER,Low
V01958,Brown-Graham,LATAM,Low
V04063,Johnson and Sons,LATAM,High
V01314,Lee-White,EMEA,Low
V03949,Williams PLC,APAC,Medium
V04299,Mack Ltd,EMEA,Low
V00787,Maldonado PLC,AMER,Medium
V04989,James PLC,EMEA,Low
V02160,Melton Inc,EMEA,Medium
V04568,Kelley-Foster,AMER,Low
V02063,"Kennedy, Valdez and Stafford",AMER,High
V04322,   richardson inc  ,EMEA,High
V02129,"Nelson, Clarke and Schneider",APAC,High
V02909,Reed Ltd,AMER,High
V01127,"Reeves, Parks and Little",APAC,Low
V02836,Gates Ltd,APAC,Medium
