vendor_id,vendor_name,risk_category
V03959,Perkins Inc,Low
V03960,"Tanner, Waters and Lee",Low
V03961,"Mendez, Bryant and Smith",Medium
V03962,Guzman-Vasquez,Medium
V03963,Murphy Group,Medium
V03964,"Campbell, Brewer and Baker",Medium
V03965,"Wright, Hill and Hoffman",Low
V03966,Garrett-Rodriguez,Low
V03967,Freeman LLC,Low
V03968,"Ruiz, Martin and Jones",High
V03969,Chambers-Davis,Low
V03970,Peterson-Mcdaniel,Low
V03971,Lee Inc,Low
V03972,Lewis PLC,Medium
V03973,Flores-Moreno,Low
V03974,Cohen PLC,Low
V03975,Duncan and Sons,High
V03976,Moore-Miranda,High
V03977,Phelps PLC,Medium
V03978,"moore, frye and zavala",
V03979,"Larson, Butler and Barber",High
V03980,Cantu Group,Low
V03981,Wood-Torres,Low
V03982,"Gomez, Mcgee and Cole",Medium
V03983,Elliott-Farmer,Low
V03984,Gill Group,High
V03985,Schmitt LLC,High
V03986,"Trujillo, Proctor and Wang",Medium
V03987,Cardenas and Sons,High
V03988,Bates LLC,Medium
V03989,Wall-Johnson,Low
V03990,Gibbs-Nguyen,Medium
V03991,"Stevenson, Salinas and Williamson",
V03992,Gates-Rodriguez,High
V03993,Martin Ltd,High
V03994,David-Watkins,High
V03995,Harrington Group,Low
V03996,"Moyer, Mccarthy and Wright",Medium
V03997,"Willis, Brown and Brown",Low
V03998,Hill-Wood,High
V03999,Rodriguez-Taylor,Medium
V04000,"Jones, Rowland and Oconnor",High
V04001,Sawyer PLC,Low
V04002,Andrews-Hoffman,Low
V04003,Sanchez-Armstrong,High
V04004,"Green, Schmidt and Carter",High
V04005,Taylor Inc,High
V04006,"Dawson, Edwards and Castaneda",High
V04007,Burgess-Lewis,High
V04008,Mcdonald-Murray,Low
V04009,Gonzalez-Mata,High
V04010,Scott-Adkins,Medium
V04011,Taylor Ltd,High
V04012,Simmons-Shaffer,Low
V04013,Decker Inc,Low
V04014,"Brooks, Knight and Forbes",Medium
V04015,"Marks, Murphy and Ryan",Medium
V04016,Andrews-Walters,Low
V04017,"Jones, Davis and Grant",Medium
V04018,Schmidt PLC,
V04019,Berry Group,Medium
V04020,"Santos, Lee and Jones",High
V04021,"Jordan, Hill and Hayes",Low
V04022,"Hernandez, Rivera and White",Medium
V04023,"Morgan, Rose and Schwartz",High
V04024,Preston-Morales,Low
V04025,Smith-Clayton,Low
V04026,Smith LLC,Low
V04027,Hernandez-Foley,High
V04028,"Craig, Nguyen and Ellis",Low
V04029,"Gonzalez, Underwood and Schaefer",High
V04030,"Camacho, Hernandez and Mejia",
V04031,Parker Inc,High
V04032,Ferguson Inc,Low
V04033,Fernandez Inc,Low
V04034,Harrell-Hebert,Low
V04035,"Clark, Turner and Coleman",Medium
V04036,Hall-Gillespie,High
V04037,Johnson-Rich,Low
V04038,Martinez-Gould,Low
V04039,Wallace Ltd,Low
V04040,"Clark, Williams and Gonzales",Low
V04041,Harris Group,Medium
V04042,"Olsen, Davis and Thompson",High
V04043,"Ramsey, Martinez and Sherman",Medium
V04044,Shepard Ltd,Low
V04045,"Howard, Cowan and Perry",High
V04046,Galloway PLC,High
V04047,Woods-Hicks,Medium
V04048,Smith-James,Low
V04049,Ross-Mathews,High
V04050,Ward-Collins,Medium
V04051,Hamilton Ltd,Low
V04052,Perez-Haynes,Low
V04053,"Schneider, Price and Ruiz",Medium
V04054,Blair-Merritt,Low
V04055,Taylor and Sons,
V04056,Cunningham and Sons,High
V04057,"Moore, Neal and Farmer",Low
V04058,Carlson and Sons,High
V04059,"Guerrero, Watson and Perry",High
V04060,Barnes and Sons,Medium
V04061,"Sanford, Harmon and Patrick",High
V04062,Diaz Inc,Medium
V04063,Johnson and Sons,High
V04064,Powell-Brooks,Medium
V04065,Howell-Johnson,High
V04066,Rivera Group,Medium
V04067,moss and sons,Medium
V04068,Williams-Bennett,Low
V04069,"Sharp, Jackson and Garcia",
V04070,Prince-Davis,High
V04071,rodriguez group,Medium
V04072,Lucero-Chase,High
V04073,"Alexander, Vincent and Pacheco",Medium
V04074,Collins Group,High
V04075,Anderson-Douglas,Medium
V04076,Krueger-Barnett,High
V04077,Woods Ltd,High
V04078,"Gonzalez, Robinson and Anderson",Low
V04079,Perez Inc,High
V04080,"Davis, Powell and Eaton",Low
V04081,Wright LLC,High
V04082,Blair LLC,Low
V04083,Page-Murray,Medium
V04084,"Meyer, Ray and Stephenson",Medium
V04085,Murphy LLC,Medium
V04086,"Thomas, Doyle and Rosales",Low
V04087,"Bullock, Cruz and Williams",Low
V04088,Petty Inc,Medium
V04089,Walters and Sons,High
V04090,Sanders Inc,High
V04091,"Castillo, Mathews and Lopez",High
V04092,"Sullivan, Haney and Chavez",Low
V04093,Gardner-Wilson,Low
V04094,Rios-Robertson,
V04095,Rogers-Stafford,Medium
V04096,Peterson-Wiggins,Medium
V04097,"Bryant, Davis and Chase",High
V04098,"Baker, Casey and Simmons",
V04099,Oconnell and Sons,Low
V04100,Perez Group,Low
V04101,Martinez Ltd,Low
V04102,Martinez-Bailey,Medium
V04103,Graham-Joyce,High
V04104,Burch PLC,Low
V04105,Sanders PLC,High
V04106,Thomas Ltd,Medium
V04107,Parsons and Sons,High
V04108,"Garner, Fox and Chan",High
V04109,"Heath, Warren and Mcbride",Low
V04110,Ryan-Steele,High
V04111,"Jackson, Moore and Becker",High
V04112,"Walters, Montgomery and Bridges",High
V04113,"Hernandez, Dunlap and Lynch",High
V04114,Ramirez Group,Low
V04115,Price-Boyd,Medium
V04116,English-Mcdonald,Low
V04117,Griffith LLC,High
V04118,jones ltd,High
V04119,"Barnett, Clark and Quinn",High
V04120,"Chung, Brown and Jenkins",Medium
V04121,Castillo and Sons,
V04122,Myers and Sons,Low
V04123,"Barnes, Vargas and Wright",Low
V04124,Jones-Richmond,Medium
V04125,Taylor-Morales,Medium
V04126,"Singh, Blackburn and Hernandez",
V04127,Thomas-Hill,High
V04128,Smith-Wilson,Medium
V04129,Warren-Ingram,High
V04130,"Ruiz, Guerrero and Evans",Medium
V04131,Weaver PLC,Low
V04132,Hernandez-Beard,Medium
V04133,"Peterson, Nelson and Travis",High
V04134,Massey-Scott,Medium
V04135,"Owens, Richards and Walter",Medium
V04136,"Glenn, Freeman and Carter",Medium
V04137,"Garcia, Bright and Morrison",Medium
V04138,"Grimes, Allen and Horn",Medium
V04139,Copeland-Richmond,Low
V04140,Brown-Garcia,Medium
V04141,Kirby-Oconnor,Low
V04142,Bowman-Murphy,Low
V04143,"Huff, Bird and Miller",High
V04144,Marquez Group,Low
V04145,Willis and Sons,High
V04146,"Hamilton, Baker and Osborn",
V04147,"Freeman, Obrien and Cunningham",
V04148,"Stone, Schaefer and Reyes",Medium
V04149,"Rodriguez, Massey and Day",Medium
V04150,Johnston Inc,Low
V04151,ward ltd,Low
V04152,"Mckee, Fisher and Long",Low
V04153,"Williams, Holland and Alexander",High
V04154,Berry-Mills,Medium
V04155,Li-Fuller,Medium
V04156,Caldwell-Johnson,High
V04157,"White, Mccoy and Murphy",High
V04158,Knapp-Pham,High
V04159,"Bryant, Macdonald and Howard",High
V04160,"Cooper, Beltran and Wright",Low
V04161,Bowers-Nguyen,High
V04162,"Ritter, Baker and Leon",Low
V04163,Hansen PLC,High
V04164,"Morris, Morales and Bailey",High
V04165,Kirk Inc,High
V04166,Bell-Medina,High
V04167,Stewart LLC,Low
V04168,Sloan Inc,Low
V04169,"Sullivan, Howell and Fowler",Medium
V04170,Harris-Chase,Low
V04171,Bell-Shaffer,Low
V04172,Fischer-Chung,Medium
V04173,Smith-Lopez,High
V04174,Stout-Graves,High
V04175,"Phillips, Castro and Thompson",Medium
V04176,"Dominguez, Gonzalez and Davis",High
V04177,"Melendez, Alvarado and Phelps",Medium
V04178,Baldwin PLC,Medium
V04179,Sanders-Morse,High
V04180,Kirk Ltd,Medium
V04181,Austin-Arellano,
V04182,Key-Ramos,Medium
V04183,Sanchez and Sons,Medium
V04184,"Haney, Johnson and Walker",Medium
V04185,"Lucero, Sanchez and Perez",High
V04186,"Cain, Thomas and Phillips",High
V04187,Mathews Group,Medium
V04188,Perry-Arnold,High
V04189,"Lee, Lopez and Stone",Medium
V04190,Burton-Oneal,Low
V04191,Francis-Mann,Low
V04192,Lara-Baker,High
V04193,Diaz-Schaefer,High
V04194,Flores LLC,Low
V04195,Rubio and Sons,High
V04196,Heath-Andersen,High
V04197,Pope PLC,High
V04198,Davis PLC,High
V04199,"Alvarez, Edwards and Aguirre",Low
V04200,"Perez, Bailey and Park",Low
V04201,"Nicholson, Walker and Adams",Low
V04202,Stevens Group,High
V04203,Garza-Brown,Medium
V04204,Johnson Group,Medium
V04205,"Santos, Huang and Woods",Low
V04206,"Hernandez, Fleming and Jones",High
V04207,"Hill, King and Mosley",High
V04208,Reeves Group,Medium
V04209,Padilla-Bender,High
V04210,Lewis-Hayes,Medium
V04211,"Terry, Torres and Hall",Medium
V04212,"Shah, Thomas and Ryan",High
V04213,"Matthews, Huffman and Arellano",High
V04214,Joseph LLC,Low
V04215,"Wilson, Madden and Austin",Medium
V04216,"Gutierrez, Martin and Lee",High
V04217,"Ayala, Mayo and Houston",Medium
V04218,Banks Group,Medium
V04219,"Wilson, Davis and Shah",Low
V04220,"Haynes, Jennings and Ballard",High
V04221,Horton-Taylor,High
V04222,White-Collins,High
V04223,Mann LLC,Medium
V04224,Davis-Green,High
V04225,Perez Ltd,Low
V04226,"Miller, Hayes and Davis",Medium
V04227,Smith-Obrien,Low
V04228,"Brown, Brooks and Jackson",Medium
V04229,"Smith, Murphy and Torres",Medium
V04230,"Elliott, Villarreal and Sosa",High
V04231,Fields Group,High
V04232,Nichols LLC,Medium
V04233,Wiggins and Sons,Low
V04234,"Brooks, Thompson and Alexander",Medium
V04235,Romero Group,High
V04236,Howell PLC,
V04237,Aguirre LLC,Medium
V04238,Rodriguez-Vega,High
V04239,"Stone, Mccullough and Jimenez",High
V04240,"Moore, Austin and Rogers",Low
V04241,Mcfarland-Kelley,High
V04242,Bowers-Raymond,
V04243,"Spencer, Morgan and Diaz",Medium
V04244,Horne Group,
V04245,Bauer Inc,Medium
V04246,Brown-Haas,Low
V04247,Cochran-Browning,Medium
V04248,"Webster, Garza and Abbott",High
V04249,Alvarado LLC,Low
V04250,"Hart, Park and Boyd",Low
V04251,"Day, Campbell and Taylor",Medium
V04252,Carter Ltd,Medium
V04253,Powell-Bennett,Low
V04254,Johnson-Garcia,High
V04255,"Webb, Price and Jimenez",High
V04256,Townsend-Hale,Medium
V04257,"Guerra, Lopez and Davis",High
V04258,"Adkins, Duncan and Thompson",High
V04259,Stevenson-Ferguson,High
V04260,Rasmussen Group,Low
V04261,Bell PLC,High
V04262,Colon Ltd,Medium
V04263,Rodgers-Warren,Low
V04264,Hicks Ltd,Low
V04265,"Williams, Lewis and Bryant",Low
V04266,Stafford Ltd,High
V04267,Jones-Harris,Low
V04268,Duncan PLC,Low
V04269,Williams Group,Low
V04270,Mccullough Inc,High
V04271,Smith-Allen,Medium
V04272,Joyce-Benitez,High
V04273,Watson Group,Low
V04274,Moore PLC,Low
V04275,Howell LLC,High
V04276,Becker-Mckinney,Medium
V04277,"Collins, Bentley and Valdez",High
V04278,Ortiz-Smith,Medium
V04279,Bennett-Kirby,High
V04280,Montoya Group,Low
V04281,Greene-Sims,
V04282,Williams-Wang,Medium
V04283,Alvarado and Sons,Low
V04284,Walsh Inc,Low
V04285,Barrera Group,Low
V04286,White LLC,High
V04287,Harding LLC,Low
V04288,"Espinoza, Neal and Mitchell",Low
V04289,Mitchell-Hudson,High
V04290,Juarez Group,High
V04291,Clements PLC,Low
V04292,Gonzalez-Holmes,Low
V04293,Harrison Inc,Medium
V04294,Perez Group,Low
V04295,Miller Ltd,Low
V04296,Allen PLC,
V04297,Kim-Thomas,Medium
V04298,"Hammond, Bates and Gordon",Low
V04299,Mack Ltd,Low
V04300,williams-smith,Medium
V04301,Peterson LLC,Medium
V04302,Bell and Sons,High
V04303,"Brown, James and Arroyo",Low
V04304,"Brown, White and Lee",High
V04305,"Griffith, Johnson and Alexander",High
V04306,Guzman LLC,High
V04307,"Martin, Payne and Stewart",High
V04308,Cohen Group,High
V04309,"Ferguson, Montgomery and Jackson",Low
V04310,Wood-Thomas,Low
V04311,Sutton Inc,Low
V04312,Smith-Brown,Medium
V04313,Mack-Wilson,High
V04314,Gill Inc,Low
V04315,"Gardner, Smith and Holloway",High
V04316,Pineda-Newman,Low
V04317,Jennings-Hughes,Medium
V04318,"Young, Henry and Wright",Low
V04319,"Gibson, Calhoun and Hernandez",Medium
V04320,"Suarez, Walker and Mitchell",Low
V04321,"Thompson, Coffey and Kidd",Medium
V04322,richardson inc,High
V04323,Trujillo-Thomas,Low
V04324,Jenkins-Hobbs,Medium
V04325,Archer and Sons,Medium
V04326,"Gomez, Mcmahon and Fisher",Medium
V04327,Murray-Chavez,Medium
V04328,Ford-Morgan,Medium
V04329,"Ross, Cummings and Harris",Medium
V04330,Marquez PLC,Low
V04331,Gould Ltd,
V04332,"Mueller, Cox and Ford",High
V04333,Brooks-Parker,Low
V04334,Thomas-Rodriguez,
V04335,"Chavez, Conway and Sosa",Medium
V04336,"Jenkins, Gonzalez and Morgan",Medium
V04337,Keller PLC,
V04338,White-Ramos,Low
V04339,"Clark, Bradley and Jackson",Low
V04340,"Becker, Hammond and Davidson",Medium
V04341,"Casey, Gonzalez and Jenkins",Low
V04342,Sanchez-Rodgers,Low
V04343,Stewart-Fitzpatrick,Medium
V04344,"Schmidt, Fuller and Johnson",
V04345,Buchanan Inc,Medium
V04346,Smith Inc,High
V04347,Phelps-Edwards,Medium
V04348,Harris-Hernandez,Low
V04349,Parker Inc,Low
V04350,Hanson-Stewart,Low
V04351,Alvarez-Padilla,Low
V04352,Turner-Lang,Low
V04353,Lester and Sons,High
V04354,Perry PLC,Low
V04355,"Ortiz, Hoffman and Fuller",High
V04356,"Lucero, Vaughn and Mckee",
V04357,Beck and Sons,Medium
V04358,Davis-Williams,High
V04359,Kennedy-Woods,Medium
V04360,Willis LLC,High
V04361,Richards-White,High
V04362,Waller Ltd,Medium
V04363,"Cooper, Morgan and Miller",Medium
V04364,Jones-Taylor,Low
V04365,Byrd-Rangel,Medium
V04366,Haney Ltd,Medium
V04367,Nixon LLC,High
V04368,Dawson-Rush,Low
V04369,Gomez Group,Low
V04370,Howell PLC,Low
V04371,Frey-Diaz,High
V04372,Lee-Ramirez,Low
V04373,"Strong, Johnson and Flores",High
V04374,Williams and Sons,High
V04375,"Parker, Cole and Hamilton",Medium
V04376,Nelson Ltd,Low
V04377,Hopkins-Cook,Low
V04378,Anderson PLC,High
V04379,Navarro Inc,High
V04380,James-Conway,High
V04381,Price-Dominguez,Medium
V04382,Terry-Rogers,High
V04383,"Nash, Mueller and Russell",Medium
V04384,Anderson-Reed,Low
V04385,Tran-Burns,Medium
V04386,Miller-Cole,Low
V04387,"Miller, Wade and Flores",Low
V04388,"Huang, Johnson and Anderson",High
V04389,Sanchez and Sons,Low
V04390,Brown-Armstrong,Medium
V04391,Maxwell Inc,High
V04392,Sharp Ltd,Low
V04393,Berg-Williamson,High
V04394,Aguilar Group,Medium
V04395,"Marks, Hartman and Rodriguez",Medium
V04396,Brown and Sons,Medium
V04397,Hardin Inc,High
V04398,Davis Inc,Low
V04399,Hamilton Ltd,High
V04400,Clark Ltd,Medium
V04401,Hughes Ltd,Low
V04402,"Lee, Roth and Erickson",Low
V04403,Jacobs-Lopez,Low
V04404,Dennis-Vargas,High
V04405,Ramos PLC,Medium
V04406,Miller and Sons,Medium
V04407,Thomas-Weaver,
V04408,Graves Ltd,Medium
V04409,Lopez LLC,High
V04410,Martin Ltd,Low
V04411,"Phillips, Gutierrez and Davidson",High
V04412,Simmons LLC,Medium
V04413,"Allen, Smith and Zamora",Low
V04414,"King, Webster and Brown",Medium
V04415,Snyder Ltd,Low
V04416,Harvey Group,Medium
V04417,Craig Ltd,
V04418,Smith-Garner,Medium
V04419,Flores LLC,Medium
V04420,"Becker, Gregory and Jones",High
V04421,Acosta-Flores,Medium
V04422,Harmon-Castillo,High
V04423,Evans-Burns,High
V04424,"Duarte, Lee and Matthews",High
V04425,Vazquez Group,Medium
V04426,Hobbs-Nguyen,Medium
V04427,Ford-Nolan,Low
V04428,Hernandez-Rojas,High
V04429,Barnes-Johnson,High
V04430,Kramer Group,High
V04431,"Hernandez, Diaz and Hamilton",Medium
V04432,"Whitehead, Hernandez and Shah",High
V04433,Davis Group,High
V04434,Hernandez-Rogers,Low
V04435,Crawford and Sons,Low
V04436,Gallegos-Nash,Low
V04437,Perez-Tucker,Medium
V04438,"Porter, Graham and York",High
V04439,Costa-Brown,Low
V04440,Jones LLC,Low
V04441,"Woods, Roberts and Young",High
V04442,Lara-Butler,Low
V04443,Frye Ltd,Low
V04444,Morgan LLC,
V04445,"Montgomery, Carr and George",High
V04446,"Campbell, Hardy and Roman",Medium
V04447,Wood Group,Medium
V04448,Smith LLC,Medium
V04449,Sanchez-Blackburn,Medium
V04450,"Hall, Wiggins and Edwards",Medium
V04451,Buchanan-Peters,High
V04452,"Leon, Hale and Winters",Low
V04453,Harrington-Armstrong,Medium
V04454,Erickson PLC,Medium
V04455,Li and Sons,Medium
V04456,elliott-zamora,Low
V04457,Dixon-Davis,Low
V04458,Hanson Inc,Medium
V04459,"Henry, Morrison and Macdonald",Medium
V04460,"Adams, Cole and Waters",Medium
V04461,Joseph-Cox,
V04462,Wells and Sons,High
V04463,"Smith, Kelly and Oliver",High
V04464,"Thomas, Nelson and Flores",Low
V04465,Jacobs-Herrera,Low
V04466,"Lopez, Bradshaw and Jacobs",Medium
V04467,Quinn-Moss,Low
V04468,Mills PLC,Medium
V04469,Wright-Bennett,Medium
V04470,"Cardenas, Smith and Green",Low
V04471,Phillips Inc,High
V04472,"Schneider, Fisher and Richardson",High
V04473,Griffin Group,Medium
V04474,"Moore, Wallace and Edwards",
V04475,Bryant-Gonzalez,Medium
V04476,"Chavez, Martin and Anderson",Medium
V04477,Martinez LLC,High
V04478,"Woods, Thomas and Decker",
V04479,Pierce-Fuller,Medium
V04480,"Nguyen, Thompson and Austin",Medium
V04481,Schneider LLC,Low
V04482,"Avila, Williams and Hunt",Medium
V04483,"Love, Anderson and Brown",High
V04484,Taylor Inc,Medium
V04485,"Martin, Reeves and Davis",Low
V04486,Compton-Morgan,Medium
V04487,Cooper-Jones,High
V04488,Gardner-Warren,Medium
V04489,"Clarke, Neal and Kelley",Low
V04490,Olsen Group,Low
V04491,Wilson LLC,Low
V04492,Allen Ltd,Medium
V04493,"Grant, Williams and Cameron",Medium
V04494,Mendoza Inc,
V04495,Blake and Sons,High
V04496,Mason LLC,Medium
V04497,Avila-Santiago,Medium
V04498,Dixon LLC,Medium
V04499,Johnson-Espinoza,Medium
V04500,Pierce-Williams,High
V04501,"Johnson, Perez and Henry",High
V04502,Miles-Perkins,Low
V04503,Hicks-Calderon,Low
V04504,Lewis-Herrera,High
V04505,"Garner, Campbell and Hawkins",High
V04506,"Price, Davenport and Webster",High
V04507,Cook-Murphy,Medium
V04508,Long-Santos,Low
V04509,Johnson-Morrison,Medium
V04510,"Powers, Carrillo and Harris",High
V04511,Williams Inc,High
V04512,"Fitzpatrick, Harris and Wolf",High
V04513,"Burgess, Whitaker and Craig",High
V04514,"Meyers, Ward and Brown",Low
V04515,"Hall, Zamora and Bridges",Low
V04516,Dixon LLC,Low
V04517,Robinson and Sons,High
V04518,Clark-Arroyo,Low
V04519,Cortez-Ellis,Low
V04520,Guzman-Martin,Low
V04521,Castillo-Carlson,Medium
V04522,"mathews, wright and jensen",High
V04523,Farrell PLC,Medium
V04524,Vincent LLC,Medium
V04525,Turner Group,Medium
V04526,"Carroll, Moore and Brown",High
V04527,Brewer Group,Medium
V04528,"Walter, Jones and Butler",Low
V04529,Evans Inc,High
V04530,turner llc,High
V04531,Conrad-Clay,
V04532,Martinez Ltd,Medium
V04533,"Farley, Mcguire and Beard",Low
V04534,Thompson-Rodriguez,Medium
V04535,"Young, Kane and Riley",Medium
V04536,"Nelson, Johnson and Hart",Medium
V04537,Simon and Sons,High
V04538,Brown Ltd,
V04539,Johnson-Jimenez,Low
V04540,Gutierrez-Dudley,High
V04541,"Merritt, Douglas and Chung",Medium
V04542,Mckinney-Higgins,Medium
V04543,Pham Inc,Medium
V04544,"Nelson, Wiggins and Young",Low
V04545,Patrick-Forbes,High
V04546,Russo Group,Medium
V04547,"Crane, Freeman and Hall",High
V04548,"Williams, Cox and George",Low
V04549,Hoover-Stephens,
V04550,Hopkins-Watson,Low
V04551,"Fernandez, Flores and Fowler",Medium
V04552,Thompson-Morales,
V04553,Lucero-Saunders,High
V04554,Olsen Group,Medium
V04555,"Daniels, Ward and Reynolds",Medium
V04556,"King, Taylor and Middleton",High
V04557,"Owens, Molina and Hensley",High
V04558,Preston LLC,Medium
V04559,"Hull, Mcgrath and Thomas",Low
V04560,Fernandez-Collier,High
V04561,Rosales PLC,Medium
V04562,Rowland and Sons,High
V04563,"Sanders, Colon and Gilmore",Low
V04564,"Stephens, Stone and Johnston",Medium
V04565,Michael-Ortega,Medium
V04566,Singh Ltd,Low
V04567,"French, Burns and Nguyen",High
V04568,Kelley-Foster,Low
V04569,"Weiss, Robinson and Bell",Medium
V04570,Watts-Travis,Low
V04571,Bowman Group,Low
V04572,Flowers and Sons,High
V04573,"Smith, Leon and Wagner",Low
V04574,Simpson Inc,Low
V04575,"Clements, Allen and Sullivan",Low
V04576,Weaver Inc,High
V04577,Johnson Inc,Low
V04578,Martinez-Lopez,High
V04579,"Jones, King and Tapia",Low
V04580,Duffy-Stanley,High
V04581,Wolfe LLC,High
V04582,Hughes-Clark,High
V04583,Harvey-Gillespie,Medium
V04584,"Mendez, Williams and Henry",
V04585,porter llc,High
V04586,Scott Group,Medium
V04587,Mullins-Carrillo,High
V04588,Barker-Oliver,High
V04589,Avery-Cohen,High
V04590,James Group,Medium
V04591,Wells PLC,Medium
V04592,Miller Ltd,High
V04593,"Welch, Davis and James",Medium
V04594,Allen-Riggs,Low
V04595,Morris PLC,Low
V04596,"Bond, Robinson and Jenkins",High
V04597,Sutton PLC,Low
V04598,"Norman, Walls and Wallace",Medium
V04599,"White, Hill and Cunningham",Medium
V04600,"Valdez, Williams and Richards",Medium
V04601,"Black, Thompson and Hayes",Low
V04602,Williams PLC,High
V04603,Simmons-Mcdaniel,High
V04604,Gonzalez Group,Medium
V04605,Smith Ltd,Medium
V04606,"Whitehead, Barton and Williams",Medium
V04607,Walker Ltd,High
V04608,"Bruce, Perez and Wallace",Medium
V04609,"Gould, Wilson and Martin",Low
V04610,Yang PLC,
V04611,"Johnson, Crawford and Bauer",
V04612,Smith-Warren,
V04613,"Richardson, Stephens and Barnes",Low
V04614,Ramirez PLC,Medium
V04615,"henderson, brown and baker",High
V04616,"Howard, Morales and Calhoun",Medium
V04617,Martinez and Sons,Low
V04618,Hudson Ltd,Medium
V04619,Griffin PLC,Medium
V04620,grant-woods,High
V04621,"Lopez, Gutierrez and Castro",High
V04622,Harris LLC,High
V04623,Francis Group,Low
V04624,Watson PLC,Low
V04625,Rodriguez Ltd,Medium
V04626,Richards-Smith,Medium
V04627,Flores and Sons,Medium
V04628,Solis-Lopez,Low
V04629,Mendoza-Lewis,Medium
V04630,Hughes Ltd,High
V04631,"Weaver, Lara and Thomas",Low
V04632,Hodge and Sons,Low
V04633,woods inc,Medium
V04634,"Martin, Sims and Gutierrez",Low
V04635,"Ward, Perez and Baker",Low
V04636,Goodwin Inc,Low
V04637,Norman-Johnson,Low
V04638,"Barber, Brooks and Cole",High
V04639,Goodman and Sons,Medium
V04640,Mendez-Tyler,Medium
V04641,Lucas-Campos,Medium
V04642,Allen PLC,Medium
V04643,Crawford-Jones,Low
V04644,"Johnson, Jones and Miller",
V04645,Mejia Inc,Medium
V04646,Ramirez-Campbell,High
V04647,"Roman, Stark and Turner",High
V04648,"Jacobs, Calhoun and Wyatt",
V04649,Dixon-Hughes,Medium
V04650,"Lawrence, Castro and Fleming",
V04651,"Guerrero, Berry and Harrison",Low
V04652,Holt LLC,Medium
V04653,"Black, Welch and King",Medium
V04654,Villa-Baxter,High
V04655,"Palmer, Edwards and Bullock",Low
V04656,Knight LLC,
V04657,Lee-Rogers,High
V04658,"Jenkins, Baker and Coleman",Medium
V04659,"lopez, austin and buchanan",High
V04660,"Phillips, Mcdaniel and Ward",Low
V04661,"Tran, Harris and Ford",High
V04662,"Thompson, Hardy and Walter",Medium
V04663,"Wright, George and Schultz",Medium
V04664,White-Holland,Low
V04665,Brooks-Myers,Medium
V04666,"Nelson, Carroll and Medina",Medium
V04667,Scott Inc,High
V04668,Martinez-Bennett,Low
V04669,"riggs, smith and lopez",High
V04670,Reilly-Gibson,Low
V04671,"Silva, Hill and Bradley",Low
V04672,Baker Group,Low
V04673,"Holden, Larson and Alvarez",High
V04674,Edwards-Taylor,Low
V04675,Ward Inc,High
V04676,Boone LLC,High
V04677,Dunn LLC,Low
V04678,Bowers Ltd,Medium
V04679,"Henderson, Williams and Keller",High
V04680,Smith LLC,Low
V04681,"Ball, Mitchell and Allen",High
V04682,Montgomery PLC,Low
V04683,Reilly-Gomez,Low
V04684,Hernandez PLC,High
V04685,"Stewart, Robinson and Shaffer",High
V04686,Harris-Jensen,Low
V04687,Davis Ltd,Low
V04688,"Irwin, Nelson and Tucker",Low
V04689,Sanchez Group,High
V04690,Allen PLC,Low
V04691,Mcclain and Sons,Low
V04692,Rodriguez-Allen,High
V04693,Graham-Valencia,Low
V04694,Griffin-Hall,High
V04695,Ortiz Group,High
V04696,Hernandez-Beasley,
V04697,"Christensen, Johnson and Hubbard",Medium
V04698,Macias Group,Low
V04699,Clarke-Warren,Low
V04700,Smith-Romero,High
V04701,Massey-Obrien,High
V04702,Thomas-Jones,Medium
V04703,"Vega, Jackson and Powell",Medium
V04704,Edwards Group,Medium
V04705,Wright-Roberts,High
V04706,Gray Group,
V04707,Parks PLC,Medium
V04708,Brewer Inc,Medium
V04709,Marquez-Johnson,Low
V04710,"Reed, James and Henry",Low
V04711,"Griffin, Coleman and Kim",High
V04712,Perez-Richardson,Medium
V04713,mendoza-jackson,Low
V04714,"Newman, George and Patrick",Medium
V04715,Werner LLC,Medium
V04716,Hodges Inc,Medium
V04717,"Moon, Davis and Dominguez",Low
V04718,Wright PLC,Medium
V04719,Chavez-Carter,Medium
V04720,Ramirez-Moon,Medium
V04721,Ortiz and Sons,High
V04722,"Jones, Wiggins and Oliver",Medium
V04723,"Pena, Mueller and Mckay",Low
V04724,"Thompson, Kelley and Mcmahon",Medium
V04725,Young and Sons,Low
V04726,"Marquez, Jones and Garcia",High
V04727,Ferguson Group,Medium
V04728,"Hodges, Cummings and Hernandez",High
V04729,Sanchez Inc,High
V04730,Foley-Miranda,High
V04731,"Li, Mason and Jacobson",High
V04732,Taylor-Williams,Low
V04733,Bradford and Sons,Low
V04734,"Flowers, Berry and Ramirez",Medium
V04735,Gibson Ltd,High
V04736,Reeves and Sons,Low
V04737,"Obrien, Williams and Mcgrath",High
V04738,Smith Group,High
V04739,"Lindsey, Byrd and Foster",High
V04740,"Barber, Oneal and Owens",High
V04741,"Harding, Gomez and Jacobs",Medium
V04742,"Monroe, Sullivan and King",High
V04743,Jackson-Hodge,Low
V04744,Ballard and Sons,High
V04745,Greene LLC,Medium
V04746,Wilson-Strong,Low
V04747,Bennett-Brooks,Low
V04748,freeman-christensen,High
V04749,Graham Ltd,High
V04750,Cole PLC,Medium
V04751,"Taylor, Leon and Sanders",Medium
V04752,Smith and Sons,Medium
V04753,King-Ross,
V04754,"Marshall, Khan and Ford",Low
V04755,Moyer-Sanchez,Medium
V04756,Prince Inc,Low
